epoch,step_loss,loss_data,loss_haslach,loss_pako,loss_bc_base,loss_bc_tip
1,8.670931816101074,0.007392368279397488,0.049122948199510574,0.03312116488814354,,0.07774566859006882
2,7.693611145019531,0.006666632369160652,0.046467412263154984,0.022811362519860268,,0.06934157013893127
3,3.4080252647399902,0.0018873667577281594,0.044294461607933044,0.0416659377515316,,0.025295477360486984
4,2.6334621906280518,0.0017756058368831873,0.05191937834024429,0.04802088811993599,,0.016163034364581108
