step,epoch,step_loss,loss_data,loss_haslach,loss_pako,loss_ic,loss_bc_base,loss_bc_tip
0,1,2.5341920852661133,0.020365506410598755,0.13737890124320984,1.5437979527632706e-05,0,0.021686270833015442,0.009231594391167164
1,1,4.92796516418457,0.01447134930640459,0.34724166989326477,1.0294202184013557e-05,0,0.0145866172388196,0.012952008284628391
2,1,2.7457973957061768,0.0022833961993455887,0.23631517589092255,7.366012596321525e-06,0,0.0015109486412256956,0.0036524534225463867
3,1,1.5937515497207642,0.00330108730122447,0.09646961838006973,3.2786829251563177e-06,0,0.002930152229964733,0.005964494775980711
4,1,1.4371075630187988,0.0002889681200031191,0.1295451670885086,2.4468292849633144e-06,0,0.0002435802889522165,0.0013892864808440208
5,1,1.6962249279022217,0.000202226874534972,0.11039500683546066,1.257481926586479e-06,0,0.0001593385386513546,0.005904780235141516
6,1,0.10716722160577774,0.001002210658043623,0.0028047184459865093,4.558415014344064e-07,0,0.0012000843416899443,0.0006611652788706124
7,1,0.3861008882522583,0.00025210430612787604,0.013838112354278564,1.546131613849866e-07,0,0.00027323473477736115,0.002447351813316345
8,1,0.3770820200443268,0.00029404659289866686,0.0320342555642128,2.690266001081909e-06,0,0.000252794154221192,0.0005391478771343827
9,1,0.7818868160247803,0.0008237934089265764,0.0536857470870018,1.25110341286927e-06,0,0.0008527261088602245,0.002356769982725382
10,1,0.21428897976875305,0.0005811839364469051,0.01110466942191124,2.9045219207546324e-07,0,0.000551829463802278,0.0009714252664707601
11,1,0.2549288868904114,5.3142717661103234e-05,0.006616550963371992,6.785252253393992e-07,0,6.13108350080438e-05,0.0018809644971042871
12,1,0.25365304946899414,4.413042188389227e-05,0.0016432225238531828,1.565548132020922e-06,0,5.0416128942742944e-05,0.0023667095229029655
13,1,0.09213336557149887,9.39552228373941e-06,0.0053552244789898396,9.036252777150366e-07,0,1.1792410987254698e-05,0.00038452897570095956
14,1,0.1823309361934662,0.00012747863365802914,0.002205892000347376,3.677486120068352e-07,0,0.00012538093142211437,0.0015889037167653441
15,1,0.22080232203006744,0.00036365410778671503,0.005747611168771982,3.616165145103878e-07,0,0.0003713309415616095,0.0015924888430163264
16,1,0.011742180213332176,0.000375530740711838,0.0005159206339158118,2.8205693070049165e-07,0,0.0003784094878938049,2.4230670533142984e-05
17,1,0.1420624852180481,0.00019954769231844693,0.001680251327343285,2.495453372830525e-07,0,0.00019496612367220223,0.001231105183251202
18,1,0.1687094122171402,6.235088676476153e-07,0.0012630416313186288,1.73489709709429e-07,0,2.0403271605573536e-07,0.0015607615932822227
19,1,0.038334473967552185,0.0003442931338213384,0.00020577831310220063,1.9004028217750601e-07,0,0.0003538012970238924,0.0003239419311285019
20,1,0.07314750552177429,0.0010920900385826826,0.0003002230660058558,1.7647641925577773e-07,0,0.0011111791245639324,0.0005794121534563601
21,1,0.11361268162727356,0.0010793661931529641,0.0003121304325759411,9.686173996215075e-08,0,0.0010955726029351354,0.000984561862424016
22,1,0.04900180548429489,0.0004760407318826765,0.0010499916970729828,1.4305899753708218e-07,0,0.0004838587483391166,0.0003318711824249476
23,1,0.03177856281399727,2.176120142394211e-05,0.00045794068137183785,1.2922350833832752e-07,0,2.923997089965269e-05,0.00026884867111220956
24,1,0.07034696638584137,0.00016799723380245268,0.00040972221177071333,1.5913083473151346e-07,0,0.00017055007629096508,0.0006437608972191811
25,1,0.027677834033966064,0.0003764695720747113,0.0008638509316369891,1.1856510440111379e-07,0,0.00036452122731134295,0.00015017525583971292
26,1,0.04273848608136177,0.0002709323598537594,0.000318037869874388,1.4257949487728183e-07,0,0.00025514783919788897,0.0003673555329442024
27,1,0.08532916754484177,0.00013058746117167175,0.0005066043231636286,3.1389282639793237e-07,0,0.00011957822425756603,0.0007893643924035132
28,1,0.037160828709602356,3.7187579437159e-05,0.000341201142873615,3.460925768195011e-07,0,3.0581206374336034e-05,0.0003340547264087945
