step,epoch,step_loss,loss_data,loss_haslach,loss_pako,loss_ic,loss_bc_base,loss_bc_tip
,,0.3728218376636505,0.019486088305711746,0.05588819086551666,2.099589664794621e-06,0,0.020501866936683655,0.009242679923772812
,,0.03847255930304527,0.0006525235367007554,0.011630896478891373,1.520773935226316e-06,0,0.0008682823972776532,0.0017504794523119926
,,0.03190452605485916,0.00028187251882627606,0.02442580834031105,2.9476502731995424e-06,0,0.0005824312102049589,0.00013695833331439644
,,0.03676572069525719,0.00036916101817041636,0.01712087169289589,3.331007519591367e-06,0,0.0005003312835469842,0.001426904578693211
,,0.0342775322496891,0.0008354354067705572,0.02505522593855858,7.815276603651e-07,0,0.00039348044083453715,0.0004451282729860395
,,0.009848999790847301,0.0006457451381720603,0.00036851433105766773,7.952393161758664e-07,0,0.0003289385058451444,0.0005544560262933373
,,0.03308168053627014,0.00043778150575235486,0.016236623749136925,9.639758218327188e-07,0,0.00016768551722634584,0.00147294532507658
,,0.011706042103469372,0.0003113790007773787,0.0030118136201053858,5.646940053338767e-07,0,0.00011285435903118923,0.0007253740914165974
,,0.002679920755326748,0.00017374138406012207,9.268409485230222e-05,4.481322832816659e-07,0,0.00010967037815134972,0.0001316343405051157
,,0.003792798612266779,0.00012099169543944299,0.00021401136473286897,2.9943780077701376e-07,0,0.00018480297876521945,0.00016094662714749575
,,0.0048578158020973206,0.0001273250236408785,0.00037410930963233113,1.8741910423614172e-07,0,0.00025151451700367033,0.00018410490883979946
,,0.0029285915661603212,6.423907325370237e-05,0.0007479463238269091,1.1998749016584043e-07,0,0.00016128257266245782,5.034603600506671e-05
,,0.0019338213605806231,2.0528599634417333e-05,0.0009295117924921215,9.689711077953689e-08,0,3.5551685868995264e-05,6.28167181275785e-05
,,0.004209313541650772,0.00012356795195955783,0.0005324335652403533,1.035687589023837e-07,0,4.921710933558643e-05,0.00030610375688411295
,,0.007118409499526024,0.0002422579564154148,0.000431004969868809,1.3087601757888478e-07,0,0.00011734328290913254,0.0005271582631394267
,,0.00647876039147377,0.0002250193792860955,0.0006231663865037262,2.202020112918035e-07,0,0.00010155430936720222,0.00046148113324306905
,,0.00292763439938426,0.00011371736036380753,0.0009443557937629521,3.6846819284619414e-07,0,3.106661097262986e-05,0.00015585267101414502
,,0.0017991502536460757,2.7140366000821814e-05,0.0015831172931939363,5.600103349934216e-07,0,5.150956894794945e-06,1.3682302778761368e-05
,,0.003609157633036375,1.221324328071205e-05,0.001671471050940454,8.549980066163698e-07,0,4.454851659829728e-05,0.00014791333524044603
,,0.0028095454908907413,1.696847175480798e-05,0.0009181924979202449,1.308914306719089e-06,0,6.812431092839688e-05,0.00011918323434656486
,,0.002001633867621422,1.0043270776805002e-05,0.0002758479677140713,1.9181345578545006e-06,0,3.512763214530423e-05,0.00013625483552459627
,,0.0029198918491601944,3.4585038520162925e-05,0.00011405325494706631,2.6755828912428115e-06,0,9.501162821834441e-06,0.00026735663414001465
,,0.0021155988797545433,8.914099453249946e-05,9.209529525833204e-05,3.414243792576599e-06,0,2.2528971385327168e-05,0.00017056586511898786
,,0.0013355843257158995,9.548124944558367e-05,0.00016366330964956433,4.323276243667351e-06,0,1.7783866496756673e-05,8.94277764018625e-05
,,0.001515007927082479,6.983443017816171e-05,8.933480421546847e-05,5.796231562271714e-06,0,1.3348450920602772e-05,0.00012165579391876236
,,0.000909038120880723,9.596685413271189e-05,0.00012195848103147,7.998267392395064e-06,0,5.5276741477428004e-05,1.3034708899795078e-05
,,0.004132381174713373,8.454295311821625e-05,0.0028705333825200796,1.121525747294072e-05,0,8.220166819228325e-06,0.00010838882008101791
,,0.04618091508746147,4.912971053272486e-05,0.04545922949910164,8.554239684599452e-06,0,6.9375819293782115e-06,5.9462705394253135e-05
,,0.0036464445292949677,3.380476118763909e-05,0.0018836299423128366,1.2639758097066078e-05,0,6.433638918679208e-05,0.00010730059875641018
,,0.015173554420471191,0.000307937414618209,0.012516411952674389,1.3000044418731704e-05,0,0.00021934050892014056,1.4279929928306956e-05
,,0.006922492291778326,0.00031021557515487075,0.003624827368184924,1.5078539036039729e-05,0,0.00021320341329555959,8.403366518905386e-05
,,0.07230936735868454,7.934220775496215e-05,0.07057665288448334,1.59958526637638e-05,0,0.0001244204759132117,3.931752507924102e-05
,,0.0435926616191864,0.0005630755331367254,0.028099680319428444,2.0389652490848675e-05,0,0.0008986801840364933,0.0005922713899053633
,,0.08999716490507126,0.0003199297934770584,0.07951941341161728,3.229577487218194e-05,0,0.0003212114388588816,0.0006913409451954067
,,0.026951653882861137,0.0006708112196065485,0.023479294031858444,3.587175524444319e-05,0,0.00018673039448913187,8.983723819255829e-05
,,0.0651140809059143,0.000720430223736912,0.06245582178235054,3.23453095916193e-05,0,0.00015922493184916675,3.132367055513896e-05
,,0.037380822002887726,0.000571028736885637,0.035635750740766525,5.4347645345842466e-05,0,9.972867701435462e-05,1.224086281581549e-05
,,0.03242499381303787,0.0005246266373433173,0.031075596809387207,5.285249062580988e-05,0,6.476788985310122e-05,1.2424393389665056e-05
,,0.011841932311654091,0.00029584765434265137,0.010891962796449661,6.252829916775227e-05,0,2.459149982314557e-05,3.45679436577484e-05
,,0.06682386994361877,0.0002241198963019997,0.06561216711997986,5.704928480554372e-05,0,7.438338798237965e-05,1.866963430074975e-05
,,0.0036564248148351908,0.0001738476858008653,0.0022485496010631323,6.725764978909865e-05,0,9.872647933661938e-05,1.7950513210962527e-05
,,0.05025901645421982,0.0004363056505098939,0.049095090478658676,6.88546133460477e-05,0,4.6069733798503876e-05,1.980673368962016e-05
,,0.00341505603864789,0.0006113954004831612,0.0011080432450398803,7.853867282392457e-05,0,0.00011655903654173017,4.514884858508594e-05
,,0.0535699836909771,0.0003973398415837437,0.04539991170167923,8.759638149058446e-05,0,0.0006171037093736231,0.0001514101168140769
,,0.6043197512626648,0.002722460310906172,0.5405165553092957,6.548361125169322e-05,0,0.004035040736198425,0.00206648837774992
,,0.10475267469882965,0.00348055106587708,0.018123144283890724,7.621380063937977e-05,0,0.0053043849766254425,0.0030028915498405695
,,0.16529281437397003,0.0004847303789574653,0.15826007723808289,0.00010022588685387745,0,0.000494734849780798,0.0001500425860285759
,,0.5374453663825989,0.002350054681301117,0.4793826639652252,5.635115667246282e-05,0,0.0050502619706094265,0.0005153650417923927
,,0.10503114759922028,0.0019801799207925797,0.09995012730360031,8.673945558257401e-05,0,5.064808647148311e-05,0.00025076212477870286
,,1.1226955652236938,0.002052672440186143,1.0739505290985107,0.0001181393236038275,0,0.0030262491200119257,0.00163117831107229
,,0.3531046509742737,0.0029323489870876074,0.3226180374622345,5.833384784637019e-05,0,0.002099632751196623,0.0006499630399048328
,,1.2514108419418335,0.006047103554010391,1.2094320058822632,6.10362840234302e-05,0,0.00024365603167098016,0.003343413583934307
,,0.4584599733352661,0.02382413111627102,0.2093905657529831,0.00013942991790827364,0,0.019430726766586304,0.0030798581428825855
