epoch,step_loss,loss_data,loss_haslach,loss_pako,loss_ic,loss_bc_base,loss_bc_tip
23,0.2789691686630249,0.003818252356722951,0.10041256248950958,0.07147859036922455,0.0,0.0,0.010325978510081768
24,0.26468199491500854,0.003751601092517376,0.10118655860424042,0.06724786013364792,0.0,0.0,0.009249599650502205
25,0.2553704082965851,0.0037064175121486187,0.10127357393503189,0.06390497088432312,0.0,0.0,0.008648543618619442
26,0.2518484890460968,0.0036254827864468098,0.10070761293172836,0.06237931177020073,0.0,0.0,0.008513608947396278
27,0.247428297996521,0.0034519322216510773,0.09929225593805313,0.06053091585636139,0.0,0.0,0.008415319956839085
28,0.23919053375720978,0.003173989476636052,0.09681734442710876,0.057460296899080276,0.0,0.0,0.00817389041185379
29,0.23011836409568787,0.0028283263090997934,0.09322120994329453,0.0543036013841629,0.0,0.0,0.007976522669196129
30,0.22303958237171173,0.002473612083122134,0.08867662400007248,0.05190837010741234,0.0,0.0,0.007998096756637096
31,0.2172008752822876,0.0021660865750163794,0.08370064198970795,0.0495566725730896,0.0,0.0,0.008177747949957848
32,0.2104591280221939,0.001942077768035233,0.07909401506185532,0.04604741930961609,0.0,0.0,0.008337561972439289
33,0.2025403380393982,0.0018079779110848904,0.07549333572387695,0.04129616916179657,0.0,0.0,0.008394286036491394
34,0.1951892077922821,0.0017414938192814589,0.07294707745313644,0.036437828093767166,0.0,0.0,0.008406280539929867
35,0.18991246819496155,0.001702908892184496,0.07100377231836319,0.0326274037361145,0.0,0.0,0.008457837626338005
36,0.18617314100265503,0.0016518133925274014,0.06908439099788666,0.030043529346585274,0.0,0.0,0.00853934045881033
37,0.18204137682914734,0.0015629315748810768,0.06675910204648972,0.028102103620767593,0.0,0.0,0.008561723865568638
38,0.1764674186706543,0.0014339954359456897,0.06387069821357727,0.02641431614756584,0.0,0.0,0.008474839851260185
39,0.17019398510456085,0.0012819071998819709,0.060544922947883606,0.02517125941812992,0.0,0.0,0.00831958930939436
40,0.1643790602684021,0.001130924909375608,0.057103898376226425,0.024595901370048523,0.0,0.0,0.008154832758009434
41,0.15908795595169067,0.0010005766525864601,0.05391302704811096,0.0243840329349041,0.0,0.0,0.007979031652212143
42,0.15357297658920288,0.0008989553898572922,0.05121760070323944,0.02392576076090336,0.0,0.0,0.007753065787255764
43,0.1475386619567871,0.0008225683704949915,0.04904164373874664,0.022945072501897812,0.0,0.0,0.007472938392311335
44,0.1414426863193512,0.0007604905986227095,0.04719998687505722,0.02168767713010311,0.0,0.0,0.00717945396900177
45,0.13571429252624512,0.0007001383928582072,0.04540829733014107,0.020559336990118027,0.0,0.0,0.006904651410877705
46,0.1302259862422943,0.0006327373557724059,0.04340759292244911,0.01979414001107216,0.0,0.0,0.006639151833951473
47,0.12456385791301727,0.000556618208065629,0.04103253781795502,0.019451793283224106,0.0,0.0,0.006352290511131287
48,0.1185264140367508,0.0004771405947394669,0.03823186829686165,0.019551638513803482,0.0,0.0,0.006026577204465866
49,0.11227735877037048,0.0004036742029711604,0.035079777240753174,0.020103881135582924,0.0,0.0,0.005669002886861563
50,0.10613260418176651,0.0003451497759670019,0.031772855669260025,0.02102726884186268,0.0,0.0,0.005298732779920101
51,0.10028188675642014,0.0003059475275222212,0.028571905568242073,0.022091979160904884,0.0,0.0,0.004931205417960882
52,0.0947001725435257,0.00028397858841344714,0.02568540908396244,0.022991782054305077,0.0,0.0,0.004573900252580643
53,0.08930017799139023,0.0002723011130001396,0.023179883137345314,0.023510510101914406,0.0,0.0,0.004233748652040958
54,0.08416134119033813,0.0002635573036968708,0.021013684570789337,0.023640144616365433,0.0,0.0,0.003924395423382521
55,0.07955779135227203,0.0002539949491620064,0.01913534104824066,0.02354053035378456,0.0,0.0,0.003662792267277837
56,0.07569175213575363,0.00024401117116212845,0.017488522455096245,0.023383168503642082,0.0,0.0,0.003457605140283704
57,0.07245253771543503,0.00023564377625007182,0.015965400263667107,0.02322867140173912,0.0,0.0,0.003302281955257058
58,0.06955178081989288,0.0002299974294146523,0.014487549662590027,0.023029258474707603,0.0,0.0,0.0031804980244487524
59,0.06682611256837845,0.00022632979380432516,0.0131155364215374,0.022707950323820114,0.0,0.0,0.0030776294879615307
60,0.06425880640745163,0.00022241445549298078,0.011952806264162064,0.022214489057660103,0.0,0.0,0.002986909355968237
61,0.06179222837090492,0.00021577182633336633,0.010975075885653496,0.021524393931031227,0.0,0.0,0.0029076985083520412
62,0.05929894745349884,0.00020536496595013887,0.010057366453111172,0.0206201933324337,0.0,0.0,0.002841602312400937
63,0.056705981492996216,0.00019237707601860166,0.009111815132200718,0.019495368003845215,0.0,0.0,0.0027906422037631273
64,0.054054927080869675,0.00017923784616868943,0.008127981796860695,0.018178684636950493,0.0,0.0,0.0027569022495299578
65,0.05148190259933472,0.00016794652037788182,0.00714912498369813,0.01674649864435196,0.0,0.0,0.0027418332174420357
66,0.049167096614837646,0.00015909473586361855,0.006258383393287659,0.015302632935345173,0.0,0.0,0.002744698664173484
67,0.04723440110683441,0.00015195140440482646,0.005528122186660767,0.013942182064056396,0.0,0.0,0.0027612147387117147
68,0.04567456245422363,0.00014539748372044414,0.004958177916705608,0.012730807065963745,0.0,0.0,0.0027840181719511747
69,0.04439827799797058,0.00013918380136601627,0.004503910895437002,0.011706531047821045,0.0,0.0,0.002804865362122655
70,0.043326202780008316,0.0001344601478194818,0.004144563805311918,0.010883994400501251,0.0,0.0,0.0028163183014839888
71,0.04238037019968033,0.00013300791033543646,0.003876333823427558,0.010251102969050407,0.0,0.0,0.002811992773786187
72,0.041456423699855804,0.0001359566522296518,0.00367492507211864,0.00977249164134264,0.0,0.0,0.00278730527497828
73,0.04047617316246033,0.000143027093145065,0.0035109547898173332,0.00940819550305605,0.0,0.0,0.0027413994539529085
74,0.039435043931007385,0.0001524893450550735,0.003372769569978118,0.00913156196475029,0.0,0.0,0.0026778222527354956
75,0.03837000951170921,0.00016168081492651254,0.003252931172028184,0.008930440060794353,0.0,0.0,0.0026024957187473774
76,0.03731768578290939,0.00016801763558760285,0.003140426008030772,0.008797265589237213,0.0,0.0,0.0025211975444108248
77,0.036309219896793365,0.00017006431880872697,0.003031223313882947,0.008720362558960915,0.0,0.0,0.0024387571029365063
78,0.03536831960082054,0.00016797309217508882,0.002926410874351859,0.008679196238517761,0.0,0.0,0.0023594738449901342
79,0.034505635499954224,0.00016309344209730625,0.0028279146645218134,0.00864223763346672,0.0,0.0,0.002287238836288452
80,0.03372304141521454,0.00015710617299191654,0.0027472844813019037,0.00856977142393589,0.0,0.0,0.0022248877212405205
81,0.03300853446125984,0.00015119028103072196,0.002699560485780239,0.008423889055848122,0.0,0.0,0.0021733895409852266
82,0.0323263481259346,0.00014572340296581388,0.002682217862457037,0.008182147517800331,0.0,0.0,0.002131626009941101
83,0.031639039516448975,0.00014068033488001674,0.0026808741968125105,0.007846877910196781,0.0,0.0,0.002097060903906822
84,0.030939871445298195,0.00013622199185192585,0.0026922891847789288,0.007443486712872982,0.0,0.0,0.0020667873322963715
85,0.03024618700146675,0.00013280169514473528,0.0027213734574615955,0.007008605636656284,0.0,0.0,0.002038340549916029
86,0.029574021697044373,0.00013077286712359637,0.0027651928830891848,0.006576020270586014,0.0,0.0,0.002010203432291746
87,0.028934329748153687,0.000129997031763196,0.0028151911683380604,0.006167799700051546,0.0,0.0,0.0019821343012154102
88,0.028336646035313606,0.00012981654435861856,0.0028639354277402163,0.005792406387627125,0.0,0.0,0.0019550486467778683
89,0.02778295986354351,0.00012943179171998054,0.0029032628517597914,0.005447736941277981,0.0,0.0,0.0019302528817206621
90,0.027266087010502815,0.00012842679279856384,0.0029269109945744276,0.005126630421727896,0.0,0.0,0.0019084117375314236
91,0.0267743319272995,0.0001269957865588367,0.0029348921962082386,0.004822933115065098,0.0,0.0,0.0018889510538429022
92,0.02629416063427925,0.0001256530813407153,0.0029290362726897,0.004536070860922337,0.0,0.0,0.0018703402020037174
93,0.02581663616001606,0.00012470936053432524,0.0029105341527611017,0.004271988291293383,0.0,0.0,0.0018509405199438334
94,0.02534351497888565,0.0001239726407220587,0.002883753040805459,0.00403953529894352,0.0,0.0,0.001829625223763287
95,0.02488064579665661,0.00012288312427699566,0.002854389837011695,0.0038451009895652533,0.0,0.0,0.0018058271380141377
96,0.024430852383375168,0.00012096807040506974,0.002825150964781642,0.0036901275161653757,0.0,0.0,0.0017794605810195208
97,0.0239984393119812,0.0001182516643893905,0.00279798312112689,0.003572052111849189,0.0,0.0,0.001751015312038362
98,0.023590873926877975,0.00011525737500051036,0.0027754565235227346,0.0034850039519369602,0.0,0.0,0.0017215156694874167
99,0.023211080580949783,0.00011260911560384557,0.0027577546425163746,0.0034189317375421524,0.0,0.0,0.0016921785427257419
100,0.022854521870613098,0.00011060087126679718,0.002743066055700183,0.0033602097537368536,0.0,0.0,0.001664064358919859
101,0.016927722841501236,8.085414447123185e-05,0.002818084554746747,0.0009284758707508445,0.0,0.0,0.0013100306969136
102,0.008404561318457127,8.36459657875821e-05,0.0022640684619545937,0.0024072215892374516,0.0,0.0,0.0003649625286925584
103,0.0053174495697021484,8.546822937205434e-05,0.001680617919191718,0.0019240175606682897,0.0,0.0,0.0001627345773158595
104,0.0036359247751533985,0.00011220866872463375,0.0016529470449313521,0.0009006826439872384,0.0,0.0,9.700866939965636e-05
105,0.0027446444146335125,8.394371252506971e-05,0.001476899953559041,0.0004747221537400037,0.0,0.0,7.09078594809398e-05
106,0.0023735794238746166,7.849689427530393e-05,0.00138464558403939,0.00027814702480100095,0.0,0.0,6.322898116195574e-05
107,0.002131315181031823,7.536423800047487e-05,0.0013165008276700974,0.00021096004638820887,0.0,0.0,5.284899816615507e-05
108,0.001939728856086731,7.227071182569489e-05,0.0012532941764220595,0.00015389813052024692,0.0,0.0,4.602658373187296e-05
109,0.0018372628837823868,7.279754208866507e-05,0.0012398139806464314,0.00014936947263777256,0.0,0.0,3.7528196116909385e-05
110,0.001738041522912681,8.047861774684861e-05,0.0012004534946754575,0.0001369773381156847,0.0,0.0,3.201320942025632e-05
111,0.0016558917704969645,7.875415030866861e-05,0.001176687073893845,0.0001294832763960585,0.0,0.0,2.7096732083009556e-05
112,0.0016027706442400813,8.193903340725228e-05,0.0011522095883265138,0.00011708980309776962,0.0,0.0,2.5153216483886354e-05
113,0.0015579885803163052,7.767981878714636e-05,0.0011124107986688614,0.00011884872219525278,0.0,0.0,2.4904913516365923e-05
114,0.0015219850465655327,7.251909119077027e-05,0.0011022277176380157,0.00011334852752042934,0.0,0.0,2.3388976842397824e-05
115,0.0014844606630504131,7.67041856306605e-05,0.0010666268644854426,0.00010111334995599464,0.0,0.0,2.4001630663406104e-05
116,0.00144466501660645,7.791216194164008e-05,0.0010317282285541296,9.796713857213035e-05,0.0,0.0,2.3705759303993545e-05
117,0.001410260796546936,7.58923270041123e-05,0.0010107860434800386,8.653100667288527e-05,0.0,0.0,2.3705142666585743e-05
118,0.00137390848249197,7.330074004130438e-05,0.000986563041806221,8.147941844072193e-05,0.0,0.0,2.325652530998923e-05
119,0.0013523634988814592,7.572687172796577e-05,0.0009710489539429545,7.506780093535781e-05,0.0,0.0,2.3051974494592287e-05
120,0.00133023620583117,7.797592115821317e-05,0.0009571799309924245,7.198039384093136e-05,0.0,0.0,2.2309990526991896e-05
121,0.0013042399659752846,7.338407158385962e-05,0.0009280793601647019,7.375482528004795e-05,0.0,0.0,2.290217344125267e-05
122,0.0012839239789173007,7.347619975917041e-05,0.0009191025164909661,7.285631727427244e-05,0.0,0.0,2.1848894903087057e-05
123,0.0012621699133887887,7.558896322734654e-05,0.0009020552388392389,7.657727837795392e-05,0.0,0.0,2.0794841475435533e-05
124,0.0012379147810861468,7.641495176358148e-05,0.0008825141121633351,7.521051884396002e-05,0.0,0.0,2.0377525288495235e-05
125,0.0012183120707049966,7.6173288107384e-05,0.0008754004957154393,7.093033491401002e-05,0.0,0.0,1.9580798834795132e-05
126,0.0011974601075053215,7.91420679888688e-05,0.0008566187461838126,6.579402543138713e-05,0.0,0.0,1.9590535885072313e-05
127,0.001178904203698039,7.826860382920131e-05,0.0008437791839241982,6.483040488092229e-05,0.0,0.0,1.920260001497809e-05
128,0.0011589997448027134,7.572767935926095e-05,0.0008335130987688899,6.42521699774079e-05,0.0,0.0,1.855067239375785e-05
129,0.0011358483461663127,7.722509326413274e-05,0.0008127771434374154,6.315989594440907e-05,0.0,0.0,1.826861989684403e-05
130,0.0011162359733134508,8.069018804235384e-05,0.0008025334682315588,6.117899465607479e-05,0.0,0.0,1.7183334421133623e-05
131,0.0010935976170003414,7.854803698137403e-05,0.0007874355651438236,5.9408590459497645e-05,0.0,0.0,1.68205369845964e-05
132,0.001078303437680006,7.718987762928009e-05,0.0007721409783698618,6.066470086807385e-05,0.0,0.0,1.683079062786419e-05
133,0.0010610477766022086,7.786659261910245e-05,0.0007501902873627841,5.90125891903881e-05,0.0,0.0,1.739782419463154e-05
134,0.0010448109824210405,7.528973219450563e-05,0.0007358505390584469,6.12203439231962e-05,0.0,0.0,1.7245032722712494e-05
135,0.0010335466358810663,7.602833647979423e-05,0.0007244133157655597,6.249506259337068e-05,0.0,0.0,1.706099465081934e-05
136,0.00102226750459522,7.632004417246208e-05,0.0007157567888498306,6.53317038086243e-05,0.0,0.0,1.6485895685036667e-05
137,0.0010101525112986565,7.630110485479236e-05,0.0006985990330576897,5.983549272059463e-05,0.0,0.0,1.754168260958977e-05
138,0.000999811920337379,7.63032294344157e-05,0.0006921525346115232,5.58341016585473e-05,0.0,0.0,1.7552201825310476e-05
139,0.0009859249694272876,7.697066030232236e-05,0.0006748171872459352,5.389430225477554e-05,0.0,0.0,1.8024284145212732e-05
140,0.0009720862726680934,7.604787970194593e-05,0.0006643027300015092,5.619386865873821e-05,0.0,0.0,1.755417906679213e-05
141,0.0009570147376507521,7.617838127771392e-05,0.0006571445264853537,5.756660902989097e-05,0.0,0.0,1.6612515537417494e-05
142,0.0009473423706367612,7.500578794861212e-05,0.0006512391264550388,5.802161467727274e-05,0.0,0.0,1.6307583791785873e-05
143,0.0009368162718601525,7.501083018723875e-05,0.0006369311595335603,5.879536911379546e-05,0.0,0.0,1.6607889847364277e-05
144,0.0009242495871149004,7.521842053392902e-05,0.0006239080685190856,6.145774386823177e-05,0.0,0.0,1.6366533600375988e-05
145,0.000913376861717552,7.652655767742544e-05,0.000623177969828248,5.925263758399524e-05,0.0,0.0,1.5441970390384085e-05
146,0.0009038987918756902,7.582757825730368e-05,0.0006174865993671119,5.525599772226997e-05,0.0,0.0,1.553285983391106e-05
147,0.0008952709031291306,7.703789015067741e-05,0.0006110764807090163,5.3047235269332305e-05,0.0,0.0,1.541092569823377e-05
148,0.0008875736966729164,7.638812530785799e-05,0.0006038326537236571,5.410908488556743e-05,0.0,0.0,1.5324383639381267e-05
149,0.0008786702528595924,7.762083987472579e-05,0.000602410698775202,5.0847313104895875e-05,0.0,0.0,1.4779141565668397e-05
150,0.0008687670342624187,7.587033906020224e-05,0.000594366283621639,5.333951048669405e-05,0.0,0.0,1.4519089745590463e-05
