step,epoch,step_loss,loss_data,loss_haslach,loss_pako,loss_ic,loss_bc_base,loss_bc_tip
0,1,108.23269653320312,0.007168314419686794,108.15653228759766,1.0997367098752875e-05,0,0.0,0.006898514460772276
1,1,91.6373519897461,0.003985149785876274,91.55731201171875,1.4022700270288624e-05,0,0.0,0.00760394474491477
2,1,3.286569356918335,0.00015155773144215345,3.227940320968628,5.6608228078403044e-06,0,0.0,0.005847161635756493
3,1,15.56236743927002,0.0008742152713239193,15.502325057983398,2.251974819955649e-06,0,0.0,0.005916582886129618
4,1,10.887450218200684,0.0006107685039751232,10.814407348632812,1.775772602741199e-06,0,0.0,0.0072430772706866264
5,1,2.297834634780884,0.00012581773626152426,2.2023160457611084,1.2767798125423724e-06,0,0.0,0.009539159014821053
6,1,1.7505699396133423,7.247339090099558e-05,1.6149259805679321,7.396949399662844e-07,0,0.0,0.0135570727288723
7,1,2.278132438659668,9.922534809447825e-05,2.124533176422119,5.174115926820377e-07,0,0.0,0.015349971130490303
8,1,0.24338442087173462,3.1545853289571824e-06,0.08200608938932419,2.2310172198558575e-07,0,0.0,0.016137495636940002
9,1,2.671140670776367,0.00013983405369799584,2.5057644844055176,8.017107688829128e-08,0,0.0,0.016523629426956177
10,1,3.926325798034668,0.00021458810078911483,3.7454757690429688,9.178177862168013e-08,0,0.0,0.01806355081498623
11,1,2.8906407356262207,0.00015622290084138513,2.6821625232696533,2.4694838884897763e-07,0,0.0,0.020832184702157974
12,1,0.8095496892929077,3.600781565182842e-05,0.563478946685791,5.210480367168202e-07,0,0.0,0.02460342086851597
13,1,1.1609995365142822,3.785697481362149e-05,0.8699565529823303,8.579459063184913e-07,0,0.0,0.029100432991981506
14,1,1.9757463932037354,6.930551899131387e-05,1.634360432624817,1.3933555464973324e-06,0,0.0,0.034131526947021484
15,1,1.7476563453674316,5.455330392578617e-05,1.352328896522522,1.9077244814980077e-06,0,0.0,0.03952708840370178
16,1,0.6436365842819214,3.914314220310189e-06,0.18993131816387177,2.233709892607294e-06,0,0.0,0.045369911938905716
17,1,1.3820189237594604,5.6332475651288405e-05,0.8625192642211914,2.2905405785422772e-06,0,0.0,0.05194410681724548
18,1,1.81693434715271,7.977455970831215e-05,1.220506191253662,2.4248574845842086e-06,0,0.0,0.05963459610939026
19,1,1.8306301832199097,6.819494592491537e-05,1.149776816368103,2.629924892971758e-06,0,0.0,0.06807825714349747
20,1,1.7142359018325806,4.698566044680774e-05,0.946045458316803,2.8353858851914993e-06,0,0.0,0.07681406289339066
21,1,1.0891122817993164,5.912309461564291e-06,0.2322477400302887,3.002064886459266e-06,0,0.0,0.08568555861711502
22,1,2.2792320251464844,7.022539648460224e-05,1.337097406387329,3.090833843089058e-06,0,0.0,0.09420611709356308
23,1,3.317923069000244,0.00011497813829919323,2.283494472503662,3.2685650239727693e-06,0,0.0,0.10343104600906372
24,1,2.4763190746307373,5.495009827427566e-05,1.3382765054702759,3.4386489460302982e-06,0,0.0,0.11379841715097427
25,1,1.9368901252746582,5.552296897803899e-06,0.6793806552886963,3.4550166674307548e-06,0,0.0,0.12575003504753113
26,1,2.1916589736938477,1.650451849855017e-05,0.8069236278533936,3.2834059311426245e-06,0,0.0,0.1384715586900711
27,1,2.566814422607422,5.10302597831469e-05,1.0635055303573608,3.1713154839962954e-06,0,0.0,0.1503254622220993
28,1,3.0674805641174316,9.062755270861089e-05,1.4586585760116577,3.2563348213443533e-06,0,0.0,0.16087281703948975
29,1,3.167548656463623,9.276100172428414e-05,1.460364818572998,3.5254686281405156e-06,0,0.0,0.17070874571800232
30,1,2.8286008834838867,4.694261951954104e-05,1.0288455486297607,3.998620741185732e-06,0,0.0,0.17997042834758759
31,1,3.2440686225891113,8.139811143337283e-06,1.3679075241088867,4.848934622714296e-06,0,0.0,0.1876148134469986
32,1,3.97953724861145,1.5586365407216363e-05,2.0351696014404297,5.7951729104388505e-06,0,0.0,0.19443464279174805
33,1,3.958372116088867,1.787047767720651e-05,1.9410978555679321,6.658303846052149e-06,0,0.0,0.20172494649887085
34,1,3.784996509552002,4.217748937662691e-05,1.6866081953048706,7.386303423118079e-06,0,0.0,0.20983386039733887
35,1,4.3374176025390625,8.918934327084571e-05,2.151928424835205,8.341403372469358e-06,0,0.0,0.21853916347026825
36,1,4.980377197265625,0.00011540993727976456,2.749793291091919,1.0193588423135225e-05,0,0.0,0.22304579615592957
37,1,5.0813374519348145,0.00010231823398498818,2.8557395935058594,1.3280072380439378e-05,0,0.0,0.2225482165813446
38,1,4.808881759643555,6.748864689143375e-05,2.65590500831604,1.8486263797967695e-05,0,0.0,0.21528905630111694
39,1,5.36287784576416,8.302325295517221e-05,3.398444652557373,2.8496488084783778e-05,0,0.0,0.19643215835094452
40,1,6.265780925750732,0.00010777601710287854,4.44371223449707,3.9431364712072536e-05,0,0.0,0.1821921318769455
41,1,6.085672378540039,8.349800918949768e-05,4.339583396911621,4.873383295489475e-05,0,0.0,0.1745956689119339
42,1,5.49116325378418,5.919719114899635e-05,3.7691328525543213,5.526793029275723e-05,0,0.0,0.17219161987304688
43,1,5.936812877655029,0.0001756056008161977,4.286652088165283,6.313148332992569e-05,0,0.0,0.16499222815036774
44,1,6.737592697143555,0.00026328861713409424,5.218077659606934,7.83127688919194e-05,0,0.0,0.15191736817359924
45,1,6.371560096740723,0.0002285233640577644,5.017573356628418,0.00010327369091100991,0,0.0,0.13536551594734192
46,1,5.469265937805176,0.00011950098996749148,4.3330159187316895,0.00014566644676961005,0,0.0,0.11359851062297821
47,1,5.73383092880249,0.00016101356595754623,4.935810565948486,0.00022522587096318603,0,0.0,0.07976341992616653
48,1,6.586258888244629,0.0001953183236764744,6.004028797149658,0.00031234361813403666,0,0.0,0.05817224830389023
49,1,5.932790756225586,0.00013794706319458783,5.455907344818115,0.0003889716463163495,0,0.0,0.047635674476623535
50,1,4.698139667510986,0.00012247612175997347,4.269008159637451,0.0004508754936978221,0,0.0,0.04285580292344093
51,1,6.2008514404296875,0.0005330064450390637,5.85967493057251,0.0005151245859451592,0,0.0,0.03401285409927368
52,1,7.359269142150879,0.0005565108731389046,7.058708190917969,0.0006039069849066436,0,0.0,0.029940089210867882
53,1,8.011720657348633,0.0003363988653291017,7.760997772216797,0.0007421868504025042,0,0.0,0.02496449649333954
54,1,7.411839008331299,0.00023497546499129385,7.269111633300781,0.0009218390332534909,0,0.0,0.014157071709632874
55,1,5.9088335037231445,0.00042199844028800726,5.877046585083008,0.0011230241507291794,0,0.0,0.003024184610694647
56,1,6.5742058753967285,0.00022102294315118343,6.563324451446533,0.0012493127724155784,0,0.0,0.0009410955826751888
57,1,6.964145183563232,0.00021015468519181013,6.939169406890869,0.0012320552486926317,0,0.0,0.0023533462081104517
58,1,5.977778434753418,0.0002881519903894514,5.935454368591309,0.0011106586316600442,0,0.0,0.004092550370842218
59,1,6.012989044189453,0.000334497366566211,5.978331565856934,0.0009268040885217488,0,0.0,0.0033396079670637846
60,1,6.8452348709106445,0.00028478630702011287,6.805609226226807,0.000844344322104007,0,0.0,0.003849633736535907
61,1,6.695538520812988,0.0002761518117040396,6.620113372802734,0.0008291484555229545,0,0.0,0.007431999780237675
62,1,6.572501182556152,0.0003244285471737385,6.4074296951293945,0.0008752860594540834,0,0.0,0.01638716273009777
63,1,7.3970866203308105,0.00011371020082151517,7.210234642028809,0.0009210915886797011,0,0.0,0.01858174428343773
64,1,7.006697177886963,0.00016868827515281737,6.794064521789551,0.0009261111845262349,0,0.0,0.02115376479923725
65,1,7.356814384460449,0.0005014452035538852,7.132323741912842,0.0008917765226215124,0,0.0,0.022309722378849983
66,1,7.07105827331543,0.0003923863696400076,6.879749774932861,0.0009063317556865513,0,0.0,0.019000962376594543
67,1,7.701792240142822,0.00010764284525066614,7.531953811645508,0.0009966450743377209,0,0.0,0.016873415559530258
68,1,7.323373794555664,0.00011494967475300655,7.119723796844482,0.0010921211214736104,0,0.0,0.02024432271718979
69,1,7.648804664611816,0.0005069936742074788,7.362746715545654,0.0011787277180701494,0,0.0,0.02843722328543663
70,1,7.827155590057373,0.0005146692856214941,7.519660949707031,0.0012809671461582184,0,0.0,0.03056992217898369
71,1,7.105805397033691,0.00016847587539814413,6.835771560668945,0.0013805381022393703,0,0.0,0.026848522946238518
72,1,6.99526309967041,0.00020031435997225344,6.745498180389404,0.001447474118322134,0,0.0,0.024811675772070885
73,1,7.511796951293945,0.0004962030798196793,7.230876922607422,0.0015602866187691689,0,0.0,0.027886327356100082
74,1,7.024806022644043,0.0004047456313855946,6.73343563079834,0.0017068589804694057,0,0.0,0.028925832360982895
75,1,7.588644504547119,8.424475527135655e-05,7.313682556152344,0.0018575206631794572,0,0.0,0.027301989495754242
76,1,7.696089267730713,7.897639443399385e-05,7.408261775970459,0.0020266277715563774,0,0.0,0.028572186827659607
77,1,6.650033473968506,0.0002850020828191191,6.330046653747559,0.0022379420697689056,0,0.0,0.03174638748168945
78,1,6.9988555908203125,0.00043402204755693674,6.7018890380859375,0.00247196271084249,0,0.0,0.029406091198325157
79,1,6.751873016357422,0.000315396609948948,6.4737958908081055,0.0027586733922362328,0,0.0,0.02750036120414734
80,1,6.398795127868652,0.00016017728194128722,6.113462448120117,0.003161757718771696,0,0.0,0.028201060369610786
81,1,6.395673751831055,0.0002852162579074502,6.072250843048096,0.003794603981077671,0,0.0,0.031934309750795364
82,1,6.312543869018555,0.00034856496495194733,5.988672733306885,0.004320483189076185,0,0.0,0.0319201722741127
83,1,5.73889684677124,0.00022893767163623124,5.4487433433532715,0.004606511443853378,0,0.0,0.02853178046643734
84,1,5.518349647521973,0.00021233476581983268,5.242647171020508,0.005147875752300024,0,0.0,0.027034258469939232
85,1,5.79391622543335,0.000370042776921764,5.519959926605225,0.006131429225206375,0,0.0,0.026745472103357315
86,1,5.317473888397217,0.00030208955286070704,5.075254440307617,0.0067735048942267895,0,0.0,0.023514384403824806
87,1,5.077322483062744,0.0001376068830722943,4.88375186920166,0.006978150922805071,0,0.0,0.018645482137799263
88,1,4.840283393859863,0.0001668097247602418,4.667841911315918,0.007781994994729757,0,0.0,0.016449254006147385
89,1,4.534464359283447,0.00028723166906274855,4.365891933441162,0.009442477487027645,0,0.0,0.01588432490825653
90,1,4.237574100494385,0.00022055227600503713,4.088817596435547,0.010876850225031376,0,0.0,0.013765900395810604
91,1,4.323137283325195,0.00012309222074691206,4.203695297241211,0.011762813664972782,0,0.0,0.010755653493106365
92,1,4.048391342163086,0.000128448722534813,3.9425766468048096,0.01363782212138176,0,0.0,0.009204834699630737
93,1,3.94989013671875,0.00023372801661025733,3.849057197570801,0.016713211312890053,0,0.0,0.008388611488044262
94,1,3.78432035446167,0.0002728280669543892,3.697756767272949,0.018138060346245766,0,0.0,0.006815272383391857
95,1,3.6400532722473145,0.00018378226377535611,3.5716984272003174,0.01760237291455269,0,0.0,0.005056845955550671
96,1,3.485326051712036,0.00010641069820849225,3.4277541637420654,0.01800449751317501,0,0.0,0.003946105483919382
97,1,3.357896566390991,0.00015534250997006893,3.312194585800171,0.018328160047531128,0,0.0,0.002721839351579547
98,1,3.21813702583313,0.0002169876534026116,3.1858925819396973,0.016985014081001282,0,0.0,0.001504264771938324
99,1,2.9888617992401123,0.00013906591630075127,2.96492862701416,0.01560160145163536,0,0.0,0.0008192434324882925
0,2,81.20306396484375,0.0034953949507325888,81.17984008789062,0.015044108964502811,0,0.0,0.0004685570311266929
1,2,70.41937255859375,0.003046257421374321,70.3998031616211,0.013978336937725544,0,0.0,0.00025519513292238116
2,2,48.6756591796875,0.0020998124964535236,48.65896224975586,0.012121930718421936,0,0.0,0.000247534888330847
3,2,25.280784606933594,0.0010556828929111362,25.263704299926758,0.009838242083787918,0,0.0,0.0006187468534335494
4,2,7.5446953773498535,0.00026163371512666345,7.5183868408203125,0.007482954300940037,0,0.0,0.0018563836347311735
5,2,1.4793027639389038,5.084335134597495e-05,1.422869086265564,0.005279505625367165,0,0.0,0.005110322963446379
6,2,3.726327419281006,0.00022194105258677155,3.6553890705108643,0.0033347299322485924,0,0.0,0.006738163065165281
7,2,2.8119404315948486,0.00016113095625769347,2.751788377761841,0.00220048101618886,0,0.0,0.005779060535132885
8,2,0.7769927382469177,2.616020356072113e-05,0.7396566271781921,0.0016463809879496694,0,0.0,0.003566357074305415
9,2,0.556047797203064,1.7550692064105533e-05,0.535402774810791,0.0013784252805635333,0,0.0,0.001924905925989151
10,2,1.0790338516235352,5.604797479463741e-05,1.0602920055389404,0.001172748045064509,0,0.0,0.0017513084458187222
11,2,0.42888039350509644,2.4954175387392752e-05,0.40163105726242065,0.0010073418961837888,0,0.0,0.002621704014018178
12,2,0.4855906367301941,1.78954051079927e-05,0.43476638197898865,0.0008544194861315191,0,0.0,0.004995192401111126
13,2,0.7002158164978027,3.4106531529687345e-05,0.6311274766921997,0.0007076467736624181,0,0.0,0.006834664382040501
14,2,0.3541445732116699,2.169391154893674e-05,0.27715224027633667,0.0005833457107655704,0,0.0,0.007638729643076658
15,2,0.20944271981716156,7.947188350954093e-06,0.13135811686515808,0.00046519527677446604,0,0.0,0.007761145941913128
16,2,0.4245769679546356,1.0089550414704718e-05,0.33198192715644836,0.0003657681227196008,0,0.0,0.009221917949616909
17,2,0.4924700856208801,1.0786900929815602e-05,0.37116438150405884,0.00031620330992154777,0,0.0,0.012097869999706745
18,2,0.18696841597557068,7.526722924922069e-07,0.027037326246500015,0.0002980477875098586,0,0.0,0.015963230282068253
19,2,0.8929290175437927,5.1569357310654595e-05,0.7021088600158691,0.00029913647449575365,0,0.0,0.019046945497393608
20,2,1.401658058166504,8.433704351773486e-05,1.1750658750534058,0.0002823251415975392,0,0.0,0.02262255921959877
21,2,1.061034917831421,6.231538282008842e-05,0.7948272228240967,0.0002520082052797079,0,0.0,0.026589345186948776
22,2,0.6585922241210938,2.556268918851856e-05,0.3565686345100403,0.00021254045714158565,0,0.0,0.030178546905517578
23,2,0.5843589305877686,3.817943252215628e-06,0.26812270283699036,0.00017218568245880306,0,0.0,0.031606025993824005
24,2,0.7431031465530396,8.722909115022048e-06,0.4290819764137268,0.0001451394346076995,0,0.0,0.031386733055114746
25,2,0.9788727760314941,2.829300137818791e-05,0.6438759565353394,0.00013377868162933737,0,0.0,0.03348347544670105
26,2,0.8120664358139038,2.7924332243856043e-05,0.41635704040527344,0.00013165966083761305,0,0.0,0.039554983377456665
27,2,0.782727837562561,2.2256141164689325e-05,0.28635987639427185,0.00013098066847305745,0,0.0,0.049621473997831345
